"File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR",,
"ENCFF407KZZ	bam	bam		transcriptome alignments	GRCh38	ENCSR515MED	total RNA-seq	/human-donors/ENCDO859HCD/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF190CKD/	2366012974	ENCODE Processing Pipeline	90b0614728fbe4093520e4da841f0bad		https://www.encodeproject.org/files/ENCFF407KZZ/@@download/ENCFF407KZZ.bam	V29			released	s3://encode-public/2022/06/04/a0fd9eb5-a158-4f52-a3f3-72a0c687e349/ENCFF407KZZ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/a0fd9eb5-a158-4f52-a3f3-72a0c687e349/ENCFF407KZZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF355EEF	bam	bam		alignments	GRCh38	ENCSR515MED	total RNA-seq	/human-donors/ENCDO859HCD/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF190CKD/	2821892389	ENCODE Processing Pipeline	bfcd7e5933ce1800ede4a342b9dad7e7		https://www.encodeproject.org/files/ENCFF355EEF/@@download/ENCFF355EEF.bam	V29			released	s3://encode-public/2022/06/04/ee6b2f12-b6fc-4de3-a8dc-f4a3a933c9cf/ENCFF355EEF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/ee6b2f12-b6fc-4de3-a8dc-f4a3a933c9cf/ENCFF355EEF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF813SSL	fastq	fastq		reads		ENCSR443ASQ	total RNA-seq	/human-donors/ENCDO394FZZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2438414508	Barbara Wold"," Caltech	fa256157c34b6f15320520f394177756	SRA:SRR22521884	https://www.encodeproject.org/files/ENCFF813SSL/@@download/ENCFF813SSL.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/263610f5-8df2-4c7c-999d-e5c682e41b80/ENCFF813SSL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/263610f5-8df2-4c7c-999d-e5c682e41b80/ENCFF813SSL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF181LMH	bam	bam		transcriptome alignments	GRCh38	ENCSR443ASQ	total RNA-seq	/human-donors/ENCDO394FZZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF813SSL/	2119094494	ENCODE Processing Pipeline	e6708982b511c4a22072eb6f884f2dfa		https://www.encodeproject.org/files/ENCFF181LMH/@@download/ENCFF181LMH.bam	V29			released	s3://encode-public/2022/05/13/ec0117d9-8597-48b9-8441-b737c0460dfa/ENCFF181LMH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/ec0117d9-8597-48b9-8441-b737c0460dfa/ENCFF181LMH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF986ZDQ	bam	bam		alignments	GRCh38	ENCSR443ASQ	total RNA-seq	/human-donors/ENCDO394FZZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF813SSL/	2344290833	ENCODE Processing Pipeline	7bf2d2269a0ed7f18dcf0730d4c7efb5		https://www.encodeproject.org/files/ENCFF986ZDQ/@@download/ENCFF986ZDQ.bam	V29			released	s3://encode-public/2022/05/13/81a49fd2-df6f-4298-8345-af013440ee7d/ENCFF986ZDQ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/81a49fd2-df6f-4298-8345-af013440ee7d/ENCFF986ZDQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF290PHL	fastq	fastq		reads		ENCSR323YXV	total RNA-seq	/human-donors/ENCDO206ZSI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2474083473	Barbara Wold"," Caltech	b8491c68ab36b56aead18c64a0f1faeb	SRA:SRR22521581	https://www.encodeproject.org/files/ENCFF290PHL/@@download/ENCFF290PHL.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/9e62991e-b76d-4923-b7ef-8936fdbabc99/ENCFF290PHL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/9e62991e-b76d-4923-b7ef-8936fdbabc99/ENCFF290PHL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF552SUF	bam	bam		transcriptome alignments	GRCh38	ENCSR323YXV	total RNA-seq	/human-donors/ENCDO206ZSI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF290PHL/	2078172154	ENCODE Processing Pipeline	0ef5b8f7de9d582c5cdecd3c6f941680		https://www.encodeproject.org/files/ENCFF552SUF/@@download/ENCFF552SUF.bam	V29			released	s3://encode-public/2022/05/13/cc2e48c3-fc70-4131-b8b0-0c1ee7a5f601/ENCFF552SUF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/cc2e48c3-fc70-4131-b8b0-0c1ee7a5f601/ENCFF552SUF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF542RXH	bam	bam		alignments	GRCh38	ENCSR323YXV	total RNA-seq	/human-donors/ENCDO206ZSI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF290PHL/	2353468800	ENCODE Processing Pipeline	2ad0c49196d4c135a84dadfc3e8e989f		https://www.encodeproject.org/files/ENCFF542RXH/@@download/ENCFF542RXH.bam	V29			released	s3://encode-public/2022/05/13/31ac60f2-d31a-47e0-98c6-8f9e87461491/ENCFF542RXH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/31ac60f2-d31a-47e0-98c6-8f9e87461491/ENCFF542RXH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF143XZQ	fastq	fastq		reads		ENCSR669GBC	total RNA-seq	/human-donors/ENCDO776JEI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2525094785	Barbara Wold"," Caltech	9aa5a8ddbdb3d009cae377f00d431fd2	SRA:SRR22521426	https://www.encodeproject.org/files/ENCFF143XZQ/@@download/ENCFF143XZQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/3e45b562-2e3a-492e-8d11-05577078c26c/ENCFF143XZQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/3e45b562-2e3a-492e-8d11-05577078c26c/ENCFF143XZQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF708FXC	bam	bam		transcriptome alignments	GRCh38	ENCSR669GBC	total RNA-seq	/human-donors/ENCDO776JEI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF143XZQ/"," /files/ENCFF598IDH/	2103728602	ENCODE Processing Pipeline	d6a7e5f48ef6c29deb086d6dbd6c57b2		https://www.encodeproject.org/files/ENCFF708FXC/@@download/ENCFF708FXC.bam	V29			released	s3://encode-public/2022/05/13/1d716ef3-62a6-45ba-b932-83ff0c9a3a58/ENCFF708FXC.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/1d716ef3-62a6-45ba-b932-83ff0c9a3a58/ENCFF708FXC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF717QFK	bam	bam		alignments	GRCh38	ENCSR669GBC	total RNA-seq	/human-donors/ENCDO776JEI/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF143XZQ/"," /files/ENCFF598IDH/	2393651663	ENCODE Processing Pipeline	460495f0e901d710a0227c975ee5f3a7		https://www.encodeproject.org/files/ENCFF717QFK/@@download/ENCFF717QFK.bam	V29			released	s3://encode-public/2022/05/13/03111942-66f7-4d14-ae8b-4b24db766d0a/ENCFF717QFK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/03111942-66f7-4d14-ae8b-4b24db766d0a/ENCFF717QFK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF639AOQ	fastq	fastq		reads		ENCSR377MTB	total RNA-seq	/human-donors/ENCDO666UNK/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2214203356	Barbara Wold"," Caltech	43b08d90f61c200d78c8b549c80df0ba	SRA:SRR22521720	https://www.encodeproject.org/files/ENCFF639AOQ/@@download/ENCFF639AOQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/5e41a2e1-4e85-4eda-93f3-347bcb0b2cd9/ENCFF639AOQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/5e41a2e1-4e85-4eda-93f3-347bcb0b2cd9/ENCFF639AOQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF775DKF	bam	bam		transcriptome alignments	GRCh38	ENCSR377MTB	total RNA-seq	/human-donors/ENCDO666UNK/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF639AOQ/	1811885144	ENCODE Processing Pipeline	4c4228a65aad2255b0c7e51903243328		https://www.encodeproject.org/files/ENCFF775DKF/@@download/ENCFF775DKF.bam	V29			released	s3://encode-public/2022/05/13/cc5d91b4-6af7-4b7c-85fd-8a4dd275ec32/ENCFF775DKF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/cc5d91b4-6af7-4b7c-85fd-8a4dd275ec32/ENCFF775DKF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF177CPZ	bam	bam		alignments	GRCh38	ENCSR377MTB	total RNA-seq	/human-donors/ENCDO666UNK/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF639AOQ/	2179524726	ENCODE Processing Pipeline	7543a10a7eb55ff36f9326680a988eeb		https://www.encodeproject.org/files/ENCFF177CPZ/@@download/ENCFF177CPZ.bam	V29			released	s3://encode-public/2022/05/13/72c4e90b-4254-43a4-ab1d-3f12c793d76e/ENCFF177CPZ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/72c4e90b-4254-43a4-ab1d-3f12c793d76e/ENCFF177CPZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF243SEM	fastq	fastq		reads		ENCSR733DBA	total RNA-seq	/human-donors/ENCDO473TSU/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2645348652	Barbara Wold"," Caltech	3b0ef37ec802fe0c7e10a8efcf41ff00	SRA:SRR22521530	https://www.encodeproject.org/files/ENCFF243SEM/@@download/ENCFF243SEM.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/57d69ba2-9279-4679-95d8-073b3dfe6040/ENCFF243SEM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/57d69ba2-9279-4679-95d8-073b3dfe6040/ENCFF243SEM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF934UBB	bam	bam		alignments	GRCh38	ENCSR733DBA	total RNA-seq	/human-donors/ENCDO473TSU/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF243SEM/"," /files/ENCFF598IDH/	2565680473	ENCODE Processing Pipeline	c55ab24e9714ec8a50c59bb87c5e414f		https://www.encodeproject.org/files/ENCFF934UBB/@@download/ENCFF934UBB.bam	V29			released	s3://encode-public/2022/05/13/a458aba0-68ea-4a8f-ba6c-22704f54793d/ENCFF934UBB.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/a458aba0-68ea-4a8f-ba6c-22704f54793d/ENCFF934UBB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF313AID	bam	bam		transcriptome alignments	GRCh38	ENCSR733DBA	total RNA-seq	/human-donors/ENCDO473TSU/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF243SEM/"," /files/ENCFF598IDH/	2148278757	ENCODE Processing Pipeline	5d3e4c85bd65836ebeca7c54f3dfdcf1		https://www.encodeproject.org/files/ENCFF313AID/@@download/ENCFF313AID.bam	V29			released	s3://encode-public/2022/05/13/1ffaf195-5a34-4e09-aa49-059e205c92fd/ENCFF313AID.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/1ffaf195-5a34-4e09-aa49-059e205c92fd/ENCFF313AID.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF999PVE	fastq	fastq		reads		ENCSR826FNO	total RNA-seq	/human-donors/ENCDO999WDR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					3059293769	Barbara Wold"," Caltech	23b9040a7de497fca028551a47279767	SRA:SRR22521808	https://www.encodeproject.org/files/ENCFF999PVE/@@download/ENCFF999PVE.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/bb4148eb-b1ea-411a-bfc2-062e65af8eeb/ENCFF999PVE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/bb4148eb-b1ea-411a-bfc2-062e65af8eeb/ENCFF999PVE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF169BDB	bam	bam		alignments	GRCh38	ENCSR826FNO	total RNA-seq	/human-donors/ENCDO999WDR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF999PVE/	2995970432	ENCODE Processing Pipeline	de1a47a4cf733046e87e1e43e51444af		https://www.encodeproject.org/files/ENCFF169BDB/@@download/ENCFF169BDB.bam	V29			released	s3://encode-public/2022/05/13/1d001124-e5da-49d2-ad28-e13f44526972/ENCFF169BDB.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/1d001124-e5da-49d2-ad28-e13f44526972/ENCFF169BDB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF701UHK	bam	bam		transcriptome alignments	GRCh38	ENCSR826FNO	total RNA-seq	/human-donors/ENCDO999WDR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF999PVE/	2611380713	ENCODE Processing Pipeline	6920f079a51825c404b55d61a084edb5		https://www.encodeproject.org/files/ENCFF701UHK/@@download/ENCFF701UHK.bam	V29			released	s3://encode-public/2022/05/13/b296286b-81fe-4edf-b346-862b16d4464a/ENCFF701UHK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/b296286b-81fe-4edf-b346-862b16d4464a/ENCFF701UHK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF728XIO	fastq	fastq		reads		ENCSR985WSV	total RNA-seq	/human-donors/ENCDO461DJY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2338974231	Barbara Wold"," Caltech	c3d3b3134ba6c650d52281e92414fdb5	SRA:SRR22522120	https://www.encodeproject.org/files/ENCFF728XIO/@@download/ENCFF728XIO.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/264f0f94-9f50-4368-9a9b-fe67f041c7fa/ENCFF728XIO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/264f0f94-9f50-4368-9a9b-fe67f041c7fa/ENCFF728XIO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF664KDL	bam	bam		alignments	GRCh38	ENCSR985WSV	total RNA-seq	/human-donors/ENCDO461DJY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF728XIO/"," /files/ENCFF598IDH/	2296871706	ENCODE Processing Pipeline	800266faef9c8ac3e2af6a6095893d29		https://www.encodeproject.org/files/ENCFF664KDL/@@download/ENCFF664KDL.bam	V29			released	s3://encode-public/2022/05/13/6ef782bd-6f6e-4a0e-9f04-87da7ad6f429/ENCFF664KDL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/6ef782bd-6f6e-4a0e-9f04-87da7ad6f429/ENCFF664KDL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF615ADD	bam	bam		transcriptome alignments	GRCh38	ENCSR985WSV	total RNA-seq	/human-donors/ENCDO461DJY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF728XIO/"," /files/ENCFF598IDH/	1817092910	ENCODE Processing Pipeline	db07bbe0e45c028651d65750974ca948		https://www.encodeproject.org/files/ENCFF615ADD/@@download/ENCFF615ADD.bam	V29			released	s3://encode-public/2022/05/13/61379fb9-2b30-4a25-8f25-5cbfbd1aab1c/ENCFF615ADD.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/61379fb9-2b30-4a25-8f25-5cbfbd1aab1c/ENCFF615ADD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF888TEF	fastq	fastq		reads		ENCSR641XXD	total RNA-seq	/human-donors/ENCDO539ZHT/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2356153249	Barbara Wold"," Caltech	47b750f135a1d7601a15f043b3c1383b	SRA:SRR22521332	https://www.encodeproject.org/files/ENCFF888TEF/@@download/ENCFF888TEF.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/6fa2b49a-dc90-404d-b337-1ed8c05fdbf4/ENCFF888TEF.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/6fa2b49a-dc90-404d-b337-1ed8c05fdbf4/ENCFF888TEF.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF770AFE	bam	bam		alignments	GRCh38	ENCSR641XXD	total RNA-seq	/human-donors/ENCDO539ZHT/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF888TEF/"," /files/ENCFF598IDH/	2390725881	ENCODE Processing Pipeline	14087fcf077a6bf457b8d1696198feef		https://www.encodeproject.org/files/ENCFF770AFE/@@download/ENCFF770AFE.bam	V29			released	s3://encode-public/2022/06/04/19a21673-9dfb-428a-bc04-836eeca9377a/ENCFF770AFE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/19a21673-9dfb-428a-bc04-836eeca9377a/ENCFF770AFE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF436WUJ	bam	bam		transcriptome alignments	GRCh38	ENCSR641XXD	total RNA-seq	/human-donors/ENCDO539ZHT/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF888TEF/"," /files/ENCFF598IDH/	1931540371	ENCODE Processing Pipeline	7ef8687223232ff1e8e4f34c7cd00b9a		https://www.encodeproject.org/files/ENCFF436WUJ/@@download/ENCFF436WUJ.bam	V29			released	s3://encode-public/2022/06/04/074a0ac0-b01c-4b01-9125-3380d39a1644/ENCFF436WUJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/074a0ac0-b01c-4b01-9125-3380d39a1644/ENCFF436WUJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF546NFA	fastq	fastq		reads		ENCSR096YLM	total RNA-seq	/human-donors/ENCDO020PXA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2537952306	Barbara Wold"," Caltech	84044bbe03b86921fa42b15699ec993d	SRA:SRR22521103	https://www.encodeproject.org/files/ENCFF546NFA/@@download/ENCFF546NFA.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/ba98b2e0-31e9-4beb-acfb-0b76d9874a8c/ENCFF546NFA.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/ba98b2e0-31e9-4beb-acfb-0b76d9874a8c/ENCFF546NFA.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF503ZKQ	bam	bam		alignments	GRCh38	ENCSR096YLM	total RNA-seq	/human-donors/ENCDO020PXA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF546NFA/	2476759291	ENCODE Processing Pipeline	d1b04fdf81d47d2a769cc6509efd4cd2		https://www.encodeproject.org/files/ENCFF503ZKQ/@@download/ENCFF503ZKQ.bam	V29			released	s3://encode-public/2022/05/13/fc9dacb9-bee5-48d0-a187-9fd938ed82c2/ENCFF503ZKQ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/fc9dacb9-bee5-48d0-a187-9fd938ed82c2/ENCFF503ZKQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF600NCY	bam	bam		transcriptome alignments	GRCh38	ENCSR096YLM	total RNA-seq	/human-donors/ENCDO020PXA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF546NFA/	2108816122	ENCODE Processing Pipeline	887fc0127dbcd2629dbdfc5ad66c6ff8		https://www.encodeproject.org/files/ENCFF600NCY/@@download/ENCFF600NCY.bam	V29			released	s3://encode-public/2022/05/13/8b57d6fa-ef37-4b4b-95ef-8775655aa5ca/ENCFF600NCY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/8b57d6fa-ef37-4b4b-95ef-8775655aa5ca/ENCFF600NCY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
